seurat_clusters	Sample	.n	.frac
c1	P10_post_1	72	0.0296418279127213
c1	P10_pre	165	0.0277918140474987
c1	P11_pre	98	0.0619469026548673
c1	P12_pre	132	0.0523601745339151
c1	P13_post_1	483	0.136982416335791
c1	P13_post_2	411	0.125611246943765
c1	P13_pre	47	0.0418149466192171
c1	P14_pre	102	0.053014553014553
c1	P15_pre	49	0.0343859649122807
c1	P16_pre	51	0.0427493713327745
c1	P17_pre	56	0.0517082179132041
c1	P18_pre	125	0.0537865748709122
c1	P19_post_1	94	0.0107613050944476
c1	P19_pre	459	0.0765638031693078
c1	P1_post_1	265	0.099437148217636
c1	P1_post_2	225	0.0678119349005425
c1	P1_post_3	201	0.083402489626556
c1	P1_pre	238	0.0592334494773519
c1	P20_pre	96	0.0384307445956765
c1	P21_pre	11	0.00600109110747409
c1	P22_pre	19	0.028023598820059
c1	P23_pre	53	0.0253953042644945
c1	P24_pre	38	0.0352504638218924
c1	P25_pre	319	0.0584784601283226
c1	P26_pre	8	0.0284697508896797
c1	P27_pre	45	0.0279329608938547
c1	P28_pre	216	0.0795580110497238
c1	P29_post_1	83	0.0628787878787879
c1	P29_pre	69	0.0400464306442252
c1	P2_pre	42	0.0196998123827392
c1	P30_post_1	412	0.0690695725062867
c1	P30_pre	196	0.0830860534124629
c1	P33_post_1	337	0.0769757880310644
c1	P33_pre	59	0.0348493797991731
c1	P34_pre	361	0.101948602089805
c1	P35_post_1	233	0.044145509662751
c1	P35_pre	236	0.0722596448254746
c1	P36_post_1	358	0.0848743480322428
c1	P37_post_1	2	0.00573065902578797
c1	P38_post_1	68	0.0317757009345794
c1	P3_pre	66	0.0447457627118644
c1	P4_pre	36	0.053019145802651
c1	P5_pre	4	0.0136986301369863
c1	P6_pre	47	0.0300703774792067
c1	P7_pre	29	0.0828571428571429
c1	P8_pre	56	0.0589473684210526
c1	P9_pre	48	0.0789473684210526
c2	P10_post_1	110	0.0452861259777686
c2	P10_pre	136	0.022907192184605
c2	P11_pre	73	0.0461441213653603
c2	P12_pre	101	0.0400634668782229
c2	P13_post_1	234	0.0663641520136132
c2	P13_post_2	187	0.0571515892420538
c2	P13_pre	96	0.0854092526690391
c2	P14_pre	105	0.0545738045738046
c2	P15_pre	125	0.087719298245614
c2	P16_pre	43	0.0360435875943001
c2	P17_pre	37	0.0341643582640813
c2	P18_pre	150	0.0645438898450947
c2	P19_post_1	1	0.000114481969089868
c2	P19_pre	190	0.0316930775646372
c2	P1_post_1	354	0.132833020637899
c2	P1_post_2	187	0.0563592525617842
c2	P1_post_3	222	0.0921161825726141
c2	P1_pre	508	0.12643106022897
c2	P20_pre	76	0.0304243394715773
c2	P21_pre	7	0.00381887615930169
c2	P22_pre	24	0.0353982300884956
c2	P23_pre	93	0.0445615716339243
c2	P24_pre	72	0.0667903525046382
c2	P25_pre	158	0.0289642529789184
c2	P26_pre	9	0.0320284697508897
c2	P27_pre	30	0.0186219739292365
c2	P28_pre	172	0.0633517495395948
c2	P29_post_1	59	0.0446969696969697
c2	P29_pre	81	0.0470110272780035
c2	P2_pre	75	0.0351782363977486
c2	P30_post_1	452	0.0757753562447611
c2	P30_pre	281	0.119118270453582
c2	P33_post_1	152	0.0347190497944267
c2	P33_pre	164	0.0968694624926167
c2	P34_pre	294	0.0830273933916973
c2	P35_post_1	49	0.00928381962864721
c2	P35_pre	178	0.0545009185548071
c2	P36_post_1	293	0.0694642010431484
c2	P37_post_1	7	0.0200573065902579
c2	P38_post_1	64	0.0299065420560748
c2	P3_pre	15	0.0101694915254237
c2	P4_pre	35	0.0515463917525773
c2	P5_pre	16	0.0547945205479452
c2	P6_pre	52	0.0332693538067818
c2	P7_pre	21	0.06
c2	P8_pre	42	0.0442105263157895
c2	P9_pre	20	0.0328947368421053
c3	P10_post_1	36	0.0148209139563606
c3	P10_pre	157	0.0264443321542867
c3	P11_pre	76	0.0480404551201011
c3	P12_pre	102	0.0404601348671162
c3	P13_post_1	250	0.0709018718094158
c3	P13_post_2	174	0.0531784841075795
c3	P13_pre	82	0.0729537366548043
c3	P14_pre	38	0.0197505197505198
c3	P15_pre	146	0.102456140350877
c3	P16_pre	24	0.0201173512154233
c3	P17_pre	84	0.0775623268698061
c3	P18_pre	140	0.0602409638554217
c3	P19_post_1	1	0.000114481969089868
c3	P19_pre	176	0.0293577981651376
c3	P1_post_1	330	0.123827392120075
c3	P1_post_2	195	0.0587703435804702
c3	P1_post_3	180	0.0746887966804979
c3	P1_pre	548	0.136386261821802
c3	P20_pre	26	0.0104083266613291
c3	P21_pre	14	0.00763775231860338
c3	P22_pre	38	0.056047197640118
c3	P23_pre	84	0.0402491614758026
c3	P24_pre	60	0.0556586270871985
c3	P25_pre	274	0.0502291475710357
c3	P26_pre	6	0.0213523131672598
c3	P27_pre	40	0.0248292985723153
c3	P28_pre	153	0.056353591160221
c3	P29_post_1	73	0.0553030303030303
c3	P29_pre	87	0.0504933255948926
c3	P2_pre	78	0.0365853658536585
c3	P30_post_1	159	0.0266554903604359
c3	P30_pre	249	0.10555320050869
c3	P33_post_1	126	0.0287802649611695
c3	P33_pre	195	0.115180153573538
c3	P34_pre	179	0.0505506918949449
c3	P35_post_1	40	0.00757862826828344
c3	P35_pre	162	0.0496019595835885
c3	P36_post_1	266	0.0630630630630631
c3	P37_post_1	11	0.0315186246418338
c3	P38_post_1	56	0.0261682242990654
c3	P3_pre	19	0.0128813559322034
c3	P4_pre	48	0.0706921944035346
c3	P5_pre	25	0.0856164383561644
c3	P6_pre	51	0.0326295585412668
c3	P7_pre	29	0.0828571428571429
c3	P8_pre	105	0.110526315789474
c3	P9_pre	26	0.0427631578947368
c4	P10_post_1	194	0.0798682585426101
c4	P10_pre	397	0.0668687889506485
c4	P11_pre	88	0.0556257901390645
c4	P12_pre	95	0.0376834589448631
c4	P13_post_1	97	0.0275099262620533
c4	P13_post_2	96	0.0293398533007335
c4	P13_pre	44	0.0391459074733096
c4	P14_pre	125	0.064968814968815
c4	P15_pre	76	0.0533333333333333
c4	P16_pre	49	0.0410729253981559
c4	P17_pre	24	0.0221606648199446
c4	P18_pre	171	0.0735800344234079
c4	P19_post_1	12	0.00137378362907842
c4	P19_pre	161	0.0268557130942452
c4	P1_post_1	62	0.0232645403377111
c4	P1_post_2	150	0.0452079566003617
c4	P1_post_3	136	0.0564315352697095
c4	P1_pre	136	0.0338476854156297
c4	P20_pre	115	0.0460368294635709
c4	P21_pre	201	0.109656301145663
c4	P22_pre	58	0.0855457227138643
c4	P23_pre	139	0.0666027791087686
c4	P24_pre	75	0.0695732838589982
c4	P25_pre	84	0.0153987167736022
c4	P26_pre	21	0.0747330960854092
c4	P27_pre	82	0.0509000620732464
c4	P28_pre	94	0.034622467771639
c4	P29_post_1	37	0.028030303030303
c4	P29_pre	116	0.0673244341265235
c4	P2_pre	228	0.106941838649156
c4	P30_post_1	251	0.0420787929589271
c4	P30_pre	86	0.036456125476897
c4	P33_post_1	261	0.0596162631338511
c4	P33_pre	27	0.0159480212640284
c4	P34_pre	96	0.0271109855972889
c4	P35_post_1	518	0.0981432360742706
c4	P35_pre	114	0.0349050826699326
c4	P36_post_1	230	0.0545282124229493
c4	P37_post_1	15	0.0429799426934097
c4	P38_post_1	75	0.0350467289719626
c4	P3_pre	4	0.00271186440677966
c4	P4_pre	54	0.0795287187039764
c4	P5_pre	22	0.0753424657534247
c4	P6_pre	131	0.0838131797824696
c4	P7_pre	31	0.0885714285714286
c4	P8_pre	47	0.0494736842105263
c4	P9_pre	19	0.03125
c5	P10_post_1	140	0.0576368876080692
c5	P10_pre	454	0.0764695974397844
c5	P11_pre	59	0.0372945638432364
c5	P12_pre	84	0.0333201110670369
c5	P13_post_1	165	0.0467952353942144
c5	P13_post_2	93	0.0284229828850856
c5	P13_pre	96	0.0854092526690391
c5	P14_pre	148	0.0769230769230769
c5	P15_pre	56	0.0392982456140351
c5	P16_pre	109	0.0913663034367142
c5	P17_pre	31	0.0286241920590951
c5	P18_pre	93	0.0400172117039587
c5	P19_post_1	54	0.00618202633085289
c5	P19_pre	120	0.0200166805671393
c5	P1_post_1	125	0.0469043151969981
c5	P1_post_2	212	0.0638939119951778
c5	P1_post_3	125	0.0518672199170125
c5	P1_pre	152	0.0378297660527626
c5	P20_pre	114	0.0456365092073659
